,Trapnest,Date,Nest_ID,Site,Subsite,Treatment,Cavity_number,Straw_ID,Filled_length_mm,Straw_length_mm,Cavity_ID,Status,Occupant,Good_days,Bee_choice,New_nests_os,New_nests_meg,New_nest_sum,Osmia_ps_prior,Osmia_no_ps_prior,Meg_ps_prior,Meg_no_ps_prior,Number_of_cells,Cumulative_par,Prop_cells_par,Par_in_trapnest,Day_of_year
18270,trapnest_50,2023-07-10,50_17a,BP,Q,Mid,17,a,NA,NA,50_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191
18303,trapnest_50,2023-07-10,50_2b,BP,Q,Mid,2,b,NA,NA,50_2,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191
18325,trapnest_50,2023-07-10,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191
18289,trapnest_50,2023-07-12,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18341,trapnest_50,2023-07-12,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18369,trapnest_50,2023-07-12,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18393,trapnest_50,2023-07-12,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18181,trapnest_50,2023-07-12,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18196,trapnest_50,2023-07-12,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18225,trapnest_50,2023-07-12,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18240,trapnest_50,2023-07-12,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18254,trapnest_50,2023-07-12,50_15a,BP,Q,Mid,15,a,NA,NA,50_15,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18271,trapnest_50,2023-07-12,50_17a,BP,Q,Mid,17,a,NA,NA,50_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18326,trapnest_50,2023-07-12,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18383,trapnest_50,2023-07-12,50_8b,BP,Q,Mid,8,b,NA,NA,50_8,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18210,trapnest_50,2023-07-12,50_12b,BP,Q,Mid,12,b,NA,NA,50_12,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18264,trapnest_50,2023-07-12,50_16b,BP,Q,Mid,16,b,NA,NA,50_16,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18281,trapnest_50,2023-07-12,50_18c,BP,Q,Mid,18,c,NA,NA,50_18,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193
18290,trapnest_50,2023-07-14,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18342,trapnest_50,2023-07-14,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18370,trapnest_50,2023-07-14,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18394,trapnest_50,2023-07-14,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18182,trapnest_50,2023-07-14,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18197,trapnest_50,2023-07-14,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18226,trapnest_50,2023-07-14,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18241,trapnest_50,2023-07-14,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18272,trapnest_50,2023-07-14,50_17a,BP,Q,Mid,17,a,NA,NA,50_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18327,trapnest_50,2023-07-14,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18355,trapnest_50,2023-07-14,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18384,trapnest_50,2023-07-14,50_8b,BP,Q,Mid,8,b,NA,NA,50_8,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18255,trapnest_50,2023-07-14,50_15b,BP,Q,Mid,15,b,NA,NA,50_15,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18265,trapnest_50,2023-07-14,50_16b,BP,Q,Mid,16,b,NA,NA,50_16,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18211,trapnest_50,2023-07-14,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195
18291,trapnest_50,2023-07-17,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18343,trapnest_50,2023-07-17,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18371,trapnest_50,2023-07-17,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18395,trapnest_50,2023-07-17,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18183,trapnest_50,2023-07-17,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18198,trapnest_50,2023-07-17,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18227,trapnest_50,2023-07-17,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18242,trapnest_50,2023-07-17,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18315,trapnest_50,2023-07-17,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18328,trapnest_50,2023-07-17,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18356,trapnest_50,2023-07-17,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18385,trapnest_50,2023-07-17,50_8b,BP,Q,Mid,8,b,NA,NA,50_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18256,trapnest_50,2023-07-17,50_15b,BP,Q,Mid,15,b,NA,NA,50_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18304,trapnest_50,2023-07-17,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18212,trapnest_50,2023-07-17,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198
18292,trapnest_50,2023-07-20,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18344,trapnest_50,2023-07-20,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18372,trapnest_50,2023-07-20,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18396,trapnest_50,2023-07-20,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18184,trapnest_50,2023-07-20,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18199,trapnest_50,2023-07-20,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18228,trapnest_50,2023-07-20,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18243,trapnest_50,2023-07-20,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18316,trapnest_50,2023-07-20,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18329,trapnest_50,2023-07-20,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18357,trapnest_50,2023-07-20,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18386,trapnest_50,2023-07-20,50_8b,BP,Q,Mid,8,b,NA,NA,50_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18305,trapnest_50,2023-07-20,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18213,trapnest_50,2023-07-20,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201
18293,trapnest_50,2023-07-24,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18345,trapnest_50,2023-07-24,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18373,trapnest_50,2023-07-24,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18397,trapnest_50,2023-07-24,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18185,trapnest_50,2023-07-24,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18200,trapnest_50,2023-07-24,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18229,trapnest_50,2023-07-24,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18244,trapnest_50,2023-07-24,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18317,trapnest_50,2023-07-24,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18330,trapnest_50,2023-07-24,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18358,trapnest_50,2023-07-24,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18273,trapnest_50,2023-07-24,50_17b,BP,Q,Mid,17,b,NA,NA,50_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18306,trapnest_50,2023-07-24,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18214,trapnest_50,2023-07-24,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18266,trapnest_50,2023-07-24,50_16d,BP,Q,Mid,16,d,NA,NA,50_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205
18294,trapnest_50,2023-07-26,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18346,trapnest_50,2023-07-26,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18374,trapnest_50,2023-07-26,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18398,trapnest_50,2023-07-26,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18186,trapnest_50,2023-07-26,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18201,trapnest_50,2023-07-26,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18230,trapnest_50,2023-07-26,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18245,trapnest_50,2023-07-26,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18318,trapnest_50,2023-07-26,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18331,trapnest_50,2023-07-26,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18359,trapnest_50,2023-07-26,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18274,trapnest_50,2023-07-26,50_17b,BP,Q,Mid,17,b,NA,NA,50_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18307,trapnest_50,2023-07-26,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18215,trapnest_50,2023-07-26,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18257,trapnest_50,2023-07-26,50_15c,BP,Q,Mid,15,c,NA,NA,50_15,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207
18295,trapnest_50,2023-07-28,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18347,trapnest_50,2023-07-28,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18375,trapnest_50,2023-07-28,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18399,trapnest_50,2023-07-28,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18187,trapnest_50,2023-07-28,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18202,trapnest_50,2023-07-28,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18231,trapnest_50,2023-07-28,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18246,trapnest_50,2023-07-28,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18319,trapnest_50,2023-07-28,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18332,trapnest_50,2023-07-28,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18360,trapnest_50,2023-07-28,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18275,trapnest_50,2023-07-28,50_17b,BP,Q,Mid,17,b,NA,NA,50_17,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18308,trapnest_50,2023-07-28,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18216,trapnest_50,2023-07-28,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18258,trapnest_50,2023-07-28,50_15c,BP,Q,Mid,15,c,NA,NA,50_15,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209
18296,trapnest_50,2023-07-29,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18348,trapnest_50,2023-07-29,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18376,trapnest_50,2023-07-29,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18400,trapnest_50,2023-07-29,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18188,trapnest_50,2023-07-29,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18203,trapnest_50,2023-07-29,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18232,trapnest_50,2023-07-29,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18247,trapnest_50,2023-07-29,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18320,trapnest_50,2023-07-29,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18333,trapnest_50,2023-07-29,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18361,trapnest_50,2023-07-29,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18276,trapnest_50,2023-07-29,50_17b,BP,Q,Mid,17,b,NA,NA,50_17,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18309,trapnest_50,2023-07-29,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18217,trapnest_50,2023-07-29,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18259,trapnest_50,2023-07-29,50_15c,BP,Q,Mid,15,c,NA,NA,50_15,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210
18297,trapnest_50,2023-08-01,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18349,trapnest_50,2023-08-01,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18377,trapnest_50,2023-08-01,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18401,trapnest_50,2023-08-01,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18189,trapnest_50,2023-08-01,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18204,trapnest_50,2023-08-01,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18233,trapnest_50,2023-08-01,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18248,trapnest_50,2023-08-01,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18321,trapnest_50,2023-08-01,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18334,trapnest_50,2023-08-01,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18362,trapnest_50,2023-08-01,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18310,trapnest_50,2023-08-01,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18218,trapnest_50,2023-08-01,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18260,trapnest_50,2023-08-01,50_15c,BP,Q,Mid,15,c,NA,NA,50_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18282,trapnest_50,2023-08-01,50_18e,BP,Q,Mid,18,e,NA,NA,50_18,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213
18298,trapnest_50,2023-08-04,50_1a,BP,Q,Mid,1,a,NA,NA,50_1,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18350,trapnest_50,2023-08-04,50_5a,BP,Q,Mid,5,a,NA,NA,50_5,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18378,trapnest_50,2023-08-04,50_7a,BP,Q,Mid,7,a,NA,NA,50_7,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18402,trapnest_50,2023-08-04,50_9a,BP,Q,Mid,9,a,NA,NA,50_9,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18190,trapnest_50,2023-08-04,50_10a,BP,Q,Mid,10,a,14.56,145.01,50_10,no change,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18205,trapnest_50,2023-08-04,50_11a,BP,Q,Mid,11,a,NA,NA,50_11,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18234,trapnest_50,2023-08-04,50_13a,BP,Q,Mid,13,a,NA,NA,50_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18249,trapnest_50,2023-08-04,50_14a,BP,Q,Mid,14,a,NA,NA,50_14,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18322,trapnest_50,2023-08-04,50_3b,BP,Q,Mid,3,b,NA,NA,50_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18335,trapnest_50,2023-08-04,50_4b,BP,Q,Mid,4,b,NA,NA,50_4,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18363,trapnest_50,2023-08-04,50_6b,BP,Q,Mid,6,b,NA,NA,50_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18311,trapnest_50,2023-08-04,50_2c,BP,Q,Mid,2,c,NA,NA,50_2,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18387,trapnest_50,2023-08-04,50_8c,BP,Q,Mid,8,c,NA,NA,50_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
18219,trapnest_50,2023-08-04,50_12c,BP,Q,Mid,12,c,NA,NA,50_12,pseudo,megachile,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216
